Frames: 33647
Total Bytes: 23423115
Snapshot Header Bytes: 605628
Events: 32769
Event Bytes: 776818
Reliable Game Data Bytes: 306495
Game Data Bytes: 143110
State String Bytes: 0

Name                               Count     Bytes    Header     Flags    Fields
m_uiOriginTime                        87      348
m_fScale                              87      348
m_hModel                              87      174
m_ahEffect[0]                         87      174
m_ayEffectSequence[0]                 87       87
Total                                789     4422


Projectile_Rocket                  Count    Bytes
=================================================
m_yStatus                             78       78
m_v3Origin                           123     1476
m_v3Angles                            78      936
m_v3Velocity                          78      936
m_uiOriginTime                        78      312
Total                                435     3738


Projectile_SiegeFire               Count    Bytes
=================================================
m_yStatus                             12       12
m_v3Origin                            17      204
m_v3Angles                            12      144
m_v3Velocity                          12      144
m_uiOriginTime                        12       48
Total                                 65      552


Projectile_SiegeStone              Count    Bytes
=================================================
m_yStatus                             15       15
m_v3Origin                            19      228
m_v3Angles                            15      180
m_v3Velocity                          15      180
m_uiOriginTime                        15       60
Total                                 79      663


Projectile_VenomSpore              Count    Bytes
=================================================
m_yStatus                           1874     1874
m_v3Origin                          2658    31896
m_v3Angles                          1874    22488
m_v3Velocity                        1874    22488
m_uiOriginTime                      1874     7496
Total                              10154    86242


Prop_BaseBuilding                  Count    Bytes
=================================================
m_v3Position                           2       24
m_v3Angles[PITCH]                      2        8
m_v3Angles[ROLL]                       2        8
m_v3Angles[YAW]                        2        8
m_yStatus                              2        2
m_fHealth                              2        8
m_uiNetFlags                           2        8
m_ayAnim[0]                            2        2
m_ayAnimSequence[0]                    2        2
m_afAnimSpeed[0]                       2        8
m_ayAnim[1]                            2        2
m_ayAnimSequence[1]                    2        2
m_afAnimSpeed[1]                       2        8
m_ahEffect[0]                          2        4
m_ayEffectSequence[0]                  2        2
m_ahEffect[1]                          2        4
m_ayEffectSequence[1]                  2        2
m_ahEffect[2]                          2        4
m_ayEffectSequence[2]                  2        2
m_ahEffect[3]                          2        4
m_ayEffectSequence[3]                  2        2
m_ahEffect[4]                          2        4
m_ayEffectSequence[4]                  2        2
m_ahEffect[5]                          2        4
m_ayEffectSequence[5]                  2        2
m_ahEffect[6]                          2        4
m_ayEffectSequence[6]                  2        2
m_ahEffect[7]                          2        4
m_ayEffectSequence[7]                  2        2
m_iTeam                                2        2
m_ySquad                               2        2
m_fScale                               2        8
m_hModel                               2        4
Total                                 66      154


Prop_Mine                          Count    Bytes
=================================================
m_v3Position                           5       60
m_v3Angles[PITCH]                      5       20
m_v3Angles[ROLL]                       5       20
m_v3Angles[YAW]                        5       20
m_yStatus                             28       28
m_fHealth                              5       20
m_uiNetFlags                           5       20
m_ayAnim[0]                            5        5
m_ayAnimSequence[0]                    5        5
m_afAnimSpeed[0]                       5       20
m_ayAnim[1]                            5        5
m_ayAnimSequence[1]                    5        5
m_afAnimSpeed[1]                       5       20
m_ahEffect[0]                          5       10
m_ayEffectSequence[0]                  5        5
m_ahEffect[1]                          5       10
m_ayEffectSequence[1]                  5        5
m_ahEffect[2]                          5       10
m_ayEffectSequence[2]                  5        5
m_ahEffect[3]                          5       10
m_ayEffectSequence[3]                  5        5
m_ahEffect[4]                          7       14
m_ayEffectSequence[4]                  7        7
m_ahEffect[5]                          5       10
m_ayEffectSequence[5]                  5        5
m_ahEffect[6]                          5       10
m_ayEffectSequence[6]                  5        5
m_ahEffect[7]                          5       10
m_ayEffectSequence[7]                  5        5
m_iTeam                                5        5
m_ySquad                               5        5
m_fScale                               5       20
m_hModel                               5       10
m_uiBuildingIndex                      5       20
m_uiTotalGold                          5       20
m_uiHarvestedGold                    709     2836
m_uiHarvestRate                        5       20
m_uiRaidBonus                          5       20
Total                                921     3330


Prop_Scar                          Count    Bytes
=================================================
m_v3Position                           2       24
m_v3Angles[PITCH]                      2        8
m_v3Angles[ROLL]                       2        8
m_v3Angles[YAW]                        2        8
m_yStatus                              2        2
m_fHealth                              2        8
m_uiNetFlags                           2        8
m_ayAnim[0]                            2        2
m_ayAnimSequence[0]                    2        2
m_afAnimSpeed[0]                       2        8
m_ayAnim[1]                            2        2
m_ayAnimSequence[1]                    2        2
m_afAnimSpeed[1]                       2        8
m_ahEffect[0]                          2        4
m_ayEffectSequence[0]                  2        2
m_ahEffect[1]                          2        4
m_ayEffectSequence[1]                  2        2
m_ahEffect[2]                          2        4
m_ayEffectSequence[2]                  2        2
m_ahEffect[3]                          2        4
m_ayEffectSequence[3]                  2        2
m_ahEffect[4]                          2        4
m_ayEffectSequence[4]                  2        2
m_ahEffect[5]                          2        4
m_ayEffectSequence[5]                  2        2
m_ahEffect[6]                          2        4
m_ayEffectSequence[6]                  2        2
m_ahEffect[7]                          2        4
m_ayEffectSequence[7]                  2        2
m_iTeam                                2        2
m_ySquad                               2        2
m_fScale                               2        8
m_hModel                               2        4
m_uiBuildingIndex                      2        8
Total                                 68      162


Siege_FireBombardment              Count    Bytes
=================================================
m_uiOwnerIndex                         5       10
m_ySlot                                5        5
m_uiStartCooldown                     17       68
m_uiCooldownDuration                   9       36
m_unAmmo                               5       10
m_uiNetFlags                           5       20
Total                                 46      149


Siege_StoneBombardment             Count    Bytes
=================================================
m_uiOwnerIndex                         5       10
m_ySlot                                5        5
m_uiStartCooldown                     20       80
m_uiCooldownDuration                   9       36
m_unAmmo                               5       10
m_uiNetFlags                           5       20
Total                                 49      161


Skill_AmmoDepot                    Count    Bytes
=================================================
m_uiOwnerIndex                        15       30
m_ySlot                               15       15
m_uiStartCooldown                     24       96
m_uiCooldownDuration                  19       76
m_unAmmo                              15       30
m_uiNetFlags                          15       60
Total                                103      307


Skill_BackStab                     Count    Bytes
=================================================
m_uiOwnerIndex                        36       72
m_ySlot                               36       36
m_uiStartCooldown                     63      252
m_uiCooldownDuration                  52      208
m_unAmmo                              36       72
m_uiNetFlags                          36      144
Total                                259      784


Skill_Bash                         Count    Bytes
=================================================
m_uiOwnerIndex                        13       26
m_ySlot                               13       13
m_uiStartCooldown                     18       72
m_uiCooldownDuration                  15       60
m_unAmmo                              13       26
m_uiNetFlags                          13       52
Total                                 85      249


Skill_BeastBuild                   Count    Bytes
=================================================
m_uiOwnerIndex                        30       60
m_ySlot                               30       30
m_uiStartCooldown                     30      120
m_uiCooldownDuration                  30      120
m_unAmmo                              30       60
m_uiNetFlags                          30      120
Total                                180      510


Skill_Blind                        Count    Bytes
=================================================
m_uiOwnerIndex                        52      104
m_ySlot                               52       52
m_uiStartCooldown                     81      324
m_uiCooldownDuration                  76      304
m_unAmmo                              52      104
m_uiNetFlags                          52      208
Total                                365     1096


Skill_Build                        Count    Bytes
=================================================
m_uiOwnerIndex                        15       30
m_ySlot                               15       15
m_uiStartCooldown                     15       60
m_uiCooldownDuration                  15       60
m_unAmmo                              15       30
m_uiNetFlags                          15       60
Total                                 90      255


Skill_Burrow                       Count    Bytes
=================================================
m_uiOwnerIndex                        52      104
m_ySlot                               52       52
m_uiStartCooldown                   2275     9100
m_uiCooldownDuration                  98      392
m_unAmmo                              52      104
m_uiNetFlags                          52      208
Total                               2581     9960


Skill_Cheetah                      Count    Bytes
=================================================
m_uiOwnerIndex                        52      104
m_ySlot                               52       52
m_uiStartCooldown                     69      276
m_uiCooldownDuration                  68      272
m_unAmmo                              52      104
m_uiNetFlags                          52      208
Total                                345     1016


Skill_CriticalStrike               Count    Bytes
=================================================
m_uiOwnerIndex                        35       70
m_ySlot                               35       35
m_uiStartCooldown                     57      228
m_uiCooldownDuration                  48      192
m_unAmmo                              35       70
m_uiNetFlags                          35      140
Total                                245      735


Skill_DemoCharge                   Count    Bytes
=================================================
m_uiOwnerIndex                        36       72
m_ySlot                               36       36
m_uiStartCooldown                     55      220
m_uiCooldownDuration                  44      176
m_unAmmo                              36       72
m_uiNetFlags                          36      144
Total                                243      720


Skill_Disembark                    Count    Bytes
=================================================
m_uiOwnerIndex                         5       10
m_ySlot                                5        5
m_uiStartCooldown                      5       20
m_uiCooldownDuration                   5       20
m_unAmmo                               5       10
m_uiNetFlags                           5       20
Total                                 30       85


Skill_DoubleSwing                  Count    Bytes
=================================================
m_uiOwnerIndex                        35       70
m_ySlot                               35       35
m_uiStartCooldown                     62      248
m_uiCooldownDuration                  50      200
m_unAmmo                              35       70
m_uiNetFlags                          35      140
Total                                252      763


Skill_ElectricEye                  Count    Bytes
=================================================
m_uiOwnerIndex                        36       72
m_ySlot                               36       36
m_uiStartCooldown                     48      192
m_uiCooldownDuration                  46      184
m_unAmmo                              36       72
m_uiNetFlags                          36      144
Total                                238      700


Skill_HealingWard                  Count    Bytes
=================================================
m_uiOwnerIndex                         6       12
m_ySlot                                6        6
m_uiStartCooldown                     11       44
m_uiCooldownDuration                  10       40
m_unAmmo                               6       12
m_uiNetFlags                           6       24
Total                                 45      138


Skill_HumanOfficerPortal           Count    Bytes
=================================================
m_uiOwnerIndex                       128      256
m_ySlot                              128      128
m_uiStartCooldown                   3251    13004
m_uiCooldownDuration                 205      820
m_unAmmo                             128      256
m_uiNetFlags                         128      512
Total                               3968    14976


Skill_Morale                       Count    Bytes
=================================================
m_uiOwnerIndex                        35       70
m_ySlot                               35       35
m_uiStartCooldown                     48      192
m_uiCooldownDuration                  44      176
m_unAmmo                              35       70
m_uiNetFlags                          35      140
Total                                232      683


Skill_Rage                         Count    Bytes
=================================================
m_uiOwnerIndex                        35       70
m_ySlot                               35       35
m_uiStartCooldown                     51      204
m_uiCooldownDuration                  47      188
m_unAmmo                              35       70
m_uiNetFlags                          35      140
Total                                238      707


Skill_Reconstitute                 Count    Bytes
=================================================
m_uiOwnerIndex                        13       26
m_ySlot                               13       13
m_uiStartCooldown                     25      100
m_uiCooldownDuration                  22       88
m_unAmmo                              13       26
m_uiNetFlags                          13       52
Total                                 99      305


Skill_Riposte                      Count    Bytes
=================================================
m_uiOwnerIndex                        13       26
m_ySlot                               13       13
m_uiStartCooldown                     18       72
m_uiCooldownDuration                  17       68
m_unAmmo                              13       26
m_uiNetFlags                          13       52
Total                                 87      257


Skill_Sacrifice                    Count    Bytes
=================================================
m_uiOwnerIndex                        52      104
m_ySlot                               52       52
m_uiStartCooldown                     61      244
m_uiCooldownDuration                  61      244
m_unAmmo                              52      104
m_uiNetFlags                          52      208
Total                                330      956


Skill_Sentry                       Count    Bytes
=================================================
m_uiOwnerIndex                        60      120
m_ySlot                               60       60
m_uiStartCooldown                     86      344
m_uiCooldownDuration                  77      308
m_unAmmo                              60      120
m_uiNetFlags                          60      240
Total                                403     1192


Skill_ShieldGenerator              Count    Bytes
=================================================
m_uiOwnerIndex                        15       30
m_ySlot                               15       15
m_uiStartCooldown                     17       68
m_uiCooldownDuration                  17       68
m_unAmmo                              15       30
m_uiNetFlags                          15       60
Total                                 94      271


Skill_Stealth                      Count    Bytes
=================================================
m_uiOwnerIndex                        36       72
m_ySlot                               36       36
m_uiStartCooldown                   1047     4188
m_uiCooldownDuration                  81      324
m_unAmmo                              36       72
m_uiNetFlags                          36      144
Total                               1272     4836


Skill_SteamBoost                   Count    Bytes
=================================================
m_uiOwnerIndex                         5       10
m_ySlot                                5        5
m_uiStartCooldown                      9       36
m_uiCooldownDuration                   9       36
m_unAmmo                               5       10
m_uiNetFlags                           5       20
Total                                 38      117


Skill_WhirlingBlade                Count    Bytes
=================================================
m_uiOwnerIndex                        13       26
m_ySlot                               13       13
m_uiStartCooldown                     24       96
m_uiCooldownDuration                  20       80
m_unAmmo                              13       26
m_uiNetFlags                          13       52
Total                                 96      293


Spell_Attrition                    Count    Bytes
=================================================
m_uiOwnerIndex                        11       22
m_ySlot                               11       11
m_uiStartCooldown                     17       68
m_uiCooldownDuration                  15       60
m_unAmmo                              11       22
m_uiNetFlags                          11       44
Total                                 76      227


Spell_BeastHeal                    Count    Bytes
=================================================
m_uiOwnerIndex                         6       12
m_ySlot                                6        6
m_uiStartCooldown                     18       72
m_uiCooldownDuration                   9       36
m_unAmmo                               6       12
m_uiNetFlags                           6       24
Total                                 51      162


Spell_CommanderCenturionArmor      Count    Bytes
=================================================
m_uiOwnerIndex                         2        4
m_ySlot                                2        2
m_uiStartCooldown                     19       76
m_uiCooldownDuration                   4       16
m_unAmmo                               2        4
m_uiNetFlags                           2        8
Total                                 31      110


Spell_CommanderCripple             Count    Bytes
=================================================
m_uiOwnerIndex                         2        4
m_ySlot                                2        2
m_uiStartCooldown                     10       40
m_uiCooldownDuration                   3       12
m_unAmmo                               2        4
m_uiNetFlags                           2        8
Total                                 21       70


Spell_CommanderDispel              Count    Bytes
=================================================
m_uiOwnerIndex                         2        4
m_ySlot                                2        2
m_uiStartCooldown                      2        8
m_uiCooldownDuration                   2        8
m_unAmmo                               2        4
m_uiNetFlags                           2        8
Total                                 12       34


Spell_CommanderFear                Count    Bytes
=================================================
m_uiOwnerIndex                         2        4
m_ySlot                                2        2
m_uiStartCooldown                     18       72
m_uiCooldownDuration                   4       16
m_unAmmo                               2        4
m_uiNetFlags                           2        8
Total                                 30      106


Spell_CommanderHeal                Count    Bytes
=================================================
m_uiOwnerIndex                         2        4
m_ySlot                                2        2
m_uiStartCooldown                     18       72
m_uiCooldownDuration                   3       12
m_unAmmo                               2        4
m_uiNetFlags                           2        8
Total                                 29      102


Spell_CommanderLifeLeak            Count    Bytes
=================================================
m_uiOwnerIndex                         2        4
m_ySlot                                2        2
m_uiStartCooldown                     11       44
m_uiCooldownDuration                   4       16
m_unAmmo                               2        4
m_uiNetFlags                           2        8
Total                                 23       78


Spell_CommanderResurrect           Count    Bytes
=================================================
m_uiOwnerIndex                         2        4
m_ySlot                                2        2
m_uiStartCooldown                      8       32
m_uiCooldownDuration                   3       12
m_unAmmo                               2        4
m_uiNetFlags                           2        8
Total                                 19       62


Spell_CommanderSpeedBoost          Count    Bytes
=================================================
m_uiOwnerIndex                         2        4
m_ySlot                                2        2
m_uiStartCooldown                     12       48
m_uiCooldownDuration                   3       12
m_unAmmo                               2        4
m_uiNetFlags                           2        8
Total                                 23       78


Spell_Entangle                     Count    Bytes
=================================================
m_uiOwnerIndex                         6       12
m_ySlot                                6        6
m_uiStartCooldown                     13       52
m_uiCooldownDuration                   9       36
m_unAmmo                               6       12
m_uiNetFlags                           6       24
Total                                 46      142


Spell_EntangleTrap                 Count    Bytes
=================================================
m_uiOwnerIndex                        30       60
m_ySlot                               30       30
m_uiStartCooldown                     59      236
m_uiCooldownDuration                  50      200
m_unAmmo                              30       60
m_uiNetFlags                          30      120
Total                                229      706


Spell_GroupHeal                    Count    Bytes
=================================================
m_uiOwnerIndex                        11       22
m_ySlot                               11       11
m_uiStartCooldown                     29      116
m_uiCooldownDuration                  21       84
m_unAmmo                              11       22
m_uiNetFlags                          11       44
Total                                 94      299


Spell_Heal                         Count    Bytes
=================================================
m_uiOwnerIndex                        11       22
m_ySlot                               11       11
m_uiStartCooldown                     32      128
m_uiCooldownDuration                  17       68
m_unAmmo                              11       22
m_uiNetFlags                          11       44
Total                                 93      295


Spell_HealPet                      Count    Bytes
=================================================
m_uiOwnerIndex                        60      120
m_ySlot                               60       60
m_uiStartCooldown                     71      284
m_uiCooldownDuration                  65      260
m_unAmmo                              60      120
m_uiNetFlags                          60      240
Total                                376     1084


Spell_MindWarp                     Count    Bytes
=================================================
m_uiOwnerIndex                         6       12
m_ySlot                                6        6
m_uiStartCooldown                     18       72
m_uiCooldownDuration                   9       36
m_unAmmo                               6       12
m_uiNetFlags                           6       24
Total                                 51      162


Spell_Polymorph                    Count    Bytes
=================================================
m_uiOwnerIndex                        52      104
m_ySlot                               52       52
m_uiStartCooldown                     62      248
m_uiCooldownDuration                  61      244
m_unAmmo                              52      104
m_uiNetFlags                          52      208
Total                                331      960


Spell_Reincarnate                  Count    Bytes
=================================================
m_uiOwnerIndex                         6       12
m_ySlot                                6        6
m_uiStartCooldown                      6       24
m_uiCooldownDuration                   6       24
m_unAmmo                               6       12
m_uiNetFlags                           6       24
Total                                 36      102


Spell_Resurrect                    Count    Bytes
=================================================
m_uiOwnerIndex                        11       22
m_ySlot                               11       11
m_uiStartCooldown                     14       56
m_uiCooldownDuration                  13       52
m_unAmmo                              11       22
m_uiNetFlags                          11       44
Total                                 71      207


Spell_SummonBearloth               Count    Bytes
=================================================
m_uiOwnerIndex                        60      120
m_ySlot                               60       60
m_uiStartCooldown                     96      384
m_uiCooldownDuration                  92      368
m_unAmmo                              60      120
m_uiNetFlags                          61      244
Total                                429     1296


Spell_SummonImp                    Count    Bytes
=================================================
m_uiOwnerIndex                        60      120
m_ySlot                               60       60
m_uiStartCooldown                     94      376
m_uiCooldownDuration                  90      360
m_unAmmo                              60      120
m_uiNetFlags                          60      240
Total                                424     1276


Spell_Venus                        Count    Bytes
=================================================
m_uiOwnerIndex                        30       60
m_ySlot                               30       30
m_uiStartCooldown                     64      256
m_uiCooldownDuration                  49      196
m_unAmmo                              30       60
m_uiNetFlags                          30      120
Total                                233      722


State_Attrition                    Count    Bytes
=================================================
m_uiOwnerIndex                         6       12
m_uiStartTime                          6       24
m_uiDuration                           6       24
Total                                 18       60


State_BeastHeal                    Count    Bytes
=================================================
m_uiOwnerIndex                        12       24
m_uiStartTime                         12       48
m_uiDuration                          12       48
Total                                 36      120


State_Bleed                        Count    Bytes
=================================================
m_uiOwnerIndex                        12       24
m_uiStartTime                         12       48
m_uiDuration                          12       48
Total                                 36      120


State_Blind                        Count    Bytes
=================================================
m_uiOwnerIndex                        22       44
m_uiStartTime                         22       88
m_uiDuration                          22       88
Total                                 66      220


State_Burrowed                     Count    Bytes
=================================================
m_uiOwnerIndex                         5       10
m_uiStartTime                          5       20
m_uiDuration                           5       20
Total                                 15       50


State_Chainmail                    Count    Bytes
=================================================
m_uiOwnerIndex                        51      102
m_uiStartTime                         51      204
m_uiDuration                          51      204
Total                                153      510


State_Cheetah                      Count    Bytes
=================================================
m_uiOwnerIndex                        18       36
m_uiStartTime                         18       72
m_uiDuration                          18       72
Total                                 54      180


State_CommanderCenturionArmor      Count    Bytes
=================================================
m_uiOwnerIndex                        40       80
m_uiStartTime                         40      160
m_uiDuration                          40      160
Total                                120      400


State_CommanderCripple             Count    Bytes
=================================================
m_uiOwnerIndex                         8       16
m_uiStartTime                          8       32
m_uiDuration                           8       32
Total                                 24       80


State_CommanderFear                Count    Bytes
=================================================
m_uiOwnerIndex                        45       90
m_uiStartTime                         45      180
m_uiDuration                          45      180
Total                                135      450


State_CommanderHeal                Count    Bytes
=================================================
m_uiOwnerIndex                        16       32
m_uiStartTime                         16       64
m_uiDuration                          16       64
Total                                 48      160


State_CommanderLifeLeak            Count    Bytes
=================================================
m_uiOwnerIndex                         9       18
m_uiStartTime                          9       36
m_uiDuration                           9       36
Total                                 27       90


State_CommanderSpeedBoost          Count    Bytes
=================================================
m_uiOwnerIndex                        10       20
m_uiStartTime                         10       40
m_uiDuration                          10       40
Total                                 30      100


State_Confused                     Count    Bytes
=================================================
m_uiOwnerIndex                        12       24
m_uiStartTime                         12       48
m_uiDuration                          12       48
Total                                 36      120


State_Entangled                    Count    Bytes
=================================================
m_uiOwnerIndex                        32       64
m_uiStartTime                         33      132
m_uiDuration                          32      128
Total                                 97      324


State_GroupHeal                    Count    Bytes
=================================================
m_uiOwnerIndex                        28       56
m_uiStartTime                         28      112
m_uiDuration                          28      112
Total                                 84      280


State_Heal                         Count    Bytes
=================================================
m_uiOwnerIndex                        31       62
m_uiStartTime                         31      124
m_uiDuration                          31      124
Total                                 93      310


State_HealingWard                  Count    Bytes
=================================================
m_uiOwnerIndex                        10       20
m_uiStartTime                        656     2624
m_uiDuration                          10       40
Total                                676     2684


State_HealthReplenish              Count    Bytes
=================================================
m_uiOwnerIndex                        13       26
m_uiStartTime                         13       52
m_uiDuration                          13       52
Total                                 39      130


State_HealthShrine                 Count    Bytes
=================================================
m_uiOwnerIndex                         1        2
m_uiStartTime                         72      288
m_uiDuration                           1        4
Total                                 74      294


State_Locust                       Count    Bytes
=================================================
m_uiOwnerIndex                       262      524
m_uiStartTime                        352     1408
m_uiDuration                         262     1048
Total                                876     2980


State_ManaShrine                   Count    Bytes
=================================================
m_uiOwnerIndex                         4        8
m_uiStartTime                        109      436
m_uiDuration                           4       16
Total                                117      460


State_Morale                       Count    Bytes
=================================================
m_uiOwnerIndex                        12       24
m_uiStartTime                         12       48
m_uiDuration                          12       48
Total                                 36      120


State_Morphed                      Count    Bytes
=================================================
m_uiOwnerIndex                        11       22
m_uiStartTime                         11       44
m_uiDuration                          11       44
m_hModel                              11       22
m_cDisguiseTeam                       11       11
Total                                 55      143


State_NpcAbility                   Count    Bytes
=================================================
m_uiOwnerIndex                        58      116
m_uiStartTime                         65      260
m_uiDuration                          58      232
m_yNpcStateFlags                      58       58
m_hIcon                               58      116
Total                                297      782


State_Officer                      Count    Bytes
=================================================
m_uiOwnerIndex                        92      184
m_uiStartTime                         92      368
m_uiDuration                          92      368
Total                                276      920


State_OfficerAura                  Count    Bytes
=================================================
m_uiOwnerIndex                       259      518
m_uiStartTime                      51102   204408
m_uiDuration                         259     1036
Total                              51620   205962


State_PersistantItem               Count    Bytes
=================================================
m_uiOwnerIndex                       288      576
m_uiStartTime                        288     1152
m_uiDuration                         288     1152
m_unItemData                         288      576
Total                               1152     3456


State_PersistantReplenish          Count    Bytes
=================================================
m_uiOwnerIndex                        36       72
m_uiStartTime                         36      144
m_uiDuration                          36      144
m_unItemData                          36       72
Total                                144      432


State_Platemail                    Count    Bytes
=================================================
m_uiOwnerIndex                        28       56
m_uiStartTime                         28      112
m_uiDuration                          28      112
Total                                 84      280


State_Poisoned                     Count    Bytes
=================================================
m_uiOwnerIndex                       122      244
m_uiStartTime                       2141     8564
m_uiDuration                         134      536
Total                               2397     9344


State_Rage                         Count    Bytes
=================================================
m_uiOwnerIndex                        16       32
m_uiStartTime                         16       64
m_uiDuration                          16       64
Total                                 48      160


State_Reconstitute                 Count    Bytes
=================================================
m_uiOwnerIndex                        12       24
m_uiStartTime                         12       48
m_uiDuration                          12       48
Total                                 36      120


State_Riposte                      Count    Bytes
=================================================
m_uiOwnerIndex                         5       10
m_uiStartTime                          5       20
m_uiDuration                           5       20
Total                                 15       50


State_Sacrifice                    Count    Bytes
=================================================
m_uiOwnerIndex                         9       18
m_uiStartTime                          9       36
m_uiDuration                           9       36
Total                                 27       90


State_ShieldTower                  Count    Bytes
=================================================
m_uiOwnerIndex                         1        2
m_uiStartTime                       1757     7028
m_uiDuration                           1        4
Total                               1759     7034


State_Spawned                      Count    Bytes
=================================================
m_uiOwnerIndex                       170      340
m_uiStartTime                        170      680
m_uiDuration                         170      680
Total                                510     1700


State_SpeedBoost                   Count    Bytes
=================================================
m_uiOwnerIndex                         3        6
m_uiStartTime                          3       12
m_uiDuration                           3       12
Total                                  9       30


State_Stealth                      Count    Bytes
=================================================
m_uiOwnerIndex                        26       52
m_uiStartTime                         26      104
m_uiDuration                          26      104
Total                                 78      260


State_SteamBoost                   Count    Bytes
=================================================
m_uiOwnerIndex                         4        8
m_uiStartTime                          4       16
m_uiDuration                           4       16
Total                                 12       40


State_Stunned                      Count    Bytes
=================================================
m_uiOwnerIndex                        53      106
m_uiStartTime                         53      212
m_uiDuration                          53      212
Total                                159      530
